nikkud,transliteration,word
בִּיס,bis,ביס
בִּיס,bis,ביס
בֵּיְסְבּוֹל,beysbol,ביסבול
בִּיסְמוּת,bismuth,ביסמות
בִּיסֶקְסוּאָלִיּוּת,biseksualiyut,ביסקסואליות
בִּיפוֹבְּיָה,bifobya,ביפוביה
בֵּיצָה,betsa,ביצה
בִּיקַרְבּוֹנָט,bikarbonat,ביקרבונט
בִּירָה,bira,בירה
בִּירָה,bira,בירה
בִּירִִית,birit,בירית
בִּירֶמָה,biremah,בירמה
בִּיש,bish,ביש
בִּישׁוֹף,bishof,בישוף
בִּישׁוֹפוּת,bishofut,בישופות
בַּיְשָׁן,bayshan,בישן
בַּיִת,bayit,בית
בַּיִת,bayit,בית
בֵּית,bet,בית
אָב,av,אב
בֵּית,bet,בית
אָבוֹת,avot,אבות
בֵּית,beit,בית
אַחְרָה,akhrah,אחרה
בֵּית,beyt,בית
אַרְבַּעַת,arba'at,ארבעת
הַמֶרְחָבִים,hamerkhvim,המרחבים
בֵּית,bet,בית
בֹּשֶׁת,boshet,בשת
בֵּית,bet,בית
דִּין,din,דין
רַבָּנִי,rabani,רבני
בֵּית,bet,בית
דִּין,din,דין
שָׂדֶה,sade,שדה
בֵּית,bet,בית
דְּפוּס,dfus,דפוס
בֵּית,bet,בית
הַבַּד,habad,הבד
בֵּית,bet,בית
הֶגֶה,hege,הגה
בֵּית,beit,בית
הַגֶשֶׁר,hagesher,הגשר
בֵּית,bet,בית
הֶחָזֶה,hekhaze,החזה
בֵּית,bet,בית
הַחָפְשִׁית,hakhofshit,החפשית
בֵּית,bet,בית
הִלֵּל,hilel,הלל
בֵּית,bet,בית
הַמִּקְדָּשׁ,hamikdash,המקדש
בֵּית,bet,בית
הַמִּשְׁפָּט,hamishpat,המשפט
הַגָּבוֹהַּ,hagavoah,הגבוה
לְצֶדֶק,letsedek,לצדק
בֵּית,bet,בית
הַמִּשְׁפָּט,hamishpat,המשפט
הָעֶלְיוֹן,ha'elyon,העליון
בֵּית,bet,בית
הַסְקִילָה,haskila,הסקילה
בֵּית,bet,בית
הַפְּקֻדּוֹת,hapkudot,הפקדות
בֵּית,bet,בית
הַקוֹל,hakol,הקול
בֵּית,bet,בית
זוֹנוֹת,zonot,זונות
בֵּית,beit,בית
זִקּוּק,zikuk,זקוק
בֵּית,bet,בית
חוֹלִים,kholim,חולים
בַּיִת,bayit,בית
חָכָם,khakham,חכם
בֵּית,beyt,בית
חֶרֶב,hakherev,חרב
בֵּית,bet,בית
חֲרֹשֶׁת,kharoshet,חרושת
בֵּית,bet,בית
יַעֲקֹב,ya'akov,יעקב
בֵּית,bet,בית
יִשְׂרָאֵל,israel,ישראל
בֵּית,bet,בית
יְתוֹמִים,yetomim,יתומים
בֵּית,bet,בית
כֶּלֶא,kele,כלא
בֵּית,bet,בית
כְּנֶסֶת,kneset,כנסת
בֵּית,bet,בית
מִטְבָּחַיִם,mitbakhayim,מטבחים
בֵּית,beyt,בית
מַצְפֵּן,matspen,מצפן
בֵּית,bet,בית
מַרְזֵחַ,marzeakh,מרזח
בֵּית,bet,בית
מֶרְחָץ,merkhats,מרחץ
מִרְקַחַת,mirkakhat,מרקחת
בֵּית,bet,בית
מְשֻׁגָּעִים,meshogaim,משגעים
בֵּית,bet,בית
מִשְׁפָּט,mishpat,משפט
בֵּית,bet,בית
מִשְׁפַּט,mishpat,משפט
הַשָּׁלוֹם,hashalom,השלום
בֵּית,bet,בית
מִשְׁפָּט,mishpat,משפט
מְחוֹזִי,mekhozi,מחוזי
בֵּית,beit,בית
מִשְׁפָּט,mishpat,משפט
קַמָּא,kama,קמא
בַּיִת,bayit,בית
מְשֻׁתָּף,meshutaf,משתף
בֵּית,beyt,בית
נִבְחָרִים,nivkharim,נבחרים
בֵּית,beyt,בית
נְכוֹת,nekhot,נכות
בֵּית,bet,בית
סֹהַר,sohar,סהר
בֵּית,beyt,בית
סִירוֹת,sirot,סירות
בֵּית,bet,בית
סִפּוּן,sipun,ספון
בֵּית,bet,בית
סֵפֶר,sefer,ספר
בֵּית,bet,בית
סֵפֶר,sefer,ספר
דָּתִי,dati,דתי
בֵּית,bet,בית
סֵפֶר,sefer,ספר
חַקְלָאִי,khakla'i,חקלאי
בֵּית,beit,בית
סֶפֶר,sefer,ספר
צָף,tsaf,צף
בֵּית,bet,בית
סֵפֶר,sefer,ספר
תִּיכוֹן,tichon,תיכון
בֵּית,bet,בית
סְפָרִים,sfarim,ספרים
בֵּית,bet,בית
עָלְמִין,'almin,עלמין
בַּיִת,bayit,בית
צָף,tsaf,צף
בֵּית,bet,בית
קְבָרוֹת,kvarot,קברות
בֵּית,bet,בית
קַדְמָה,kadma,קדמה
בֵּית,bet,בית
קוֹלְנוֹעַ,kolnoa,קולנוע
בֵּית,bet,בית
קָפֶה,kafe,קפה
בֵּית,bet,בית
שֶּׁחִי,shekhi,שחי
בֵּית,bet,בית
שַׁמַּאי,shamay,שמאי
בֵּית,bet,בית
שִׁמּוּשׁ,shimush,שמוש
בֵּית,beyt,בית
תּוֹתָח,totakh,תותח
בֵּית,beyt,בית
תּוֹתָחִים,totakhim,תותחים
בֵּית,bet,בית
תַּמְחוּי,tamkhuy,תמחוי
בֵּית,bet,בית
תְּפִלָּה,tfila,תפלה
בִּיתָן,bitan,ביתן
בִּכְבוֹדוֹ,bikhvodo,בכבודו
וּבְעַצְמוֹ,uve'atsmo,ובעצמו
בִּכְדֵי,bikhdei,בכדי
בִּכְדִי,bikhdi,בכדי
בִּכּוּר,bikur,בכור
בְּכוֹר,bekhor,בכור
בְּכוֹר,bekhor,בכור
אָבִיב,aviv,אביב
בְּכוֹרָה,bekhora,בכורה
בִּכּוּרִים,bikurim,בכורים
בְּכִי,bechi,בכי
בֶּכִי,bechi,בכי
וְנֶהִי,venehi,ונהי
בְּכִי,bekhi,בכי
תַמְרוּרִים,tamrurim,תמרורים
בְּכָל,bekhol,בכל
בּכֹּל,bechol,בכל
"רֲמַ""ח",ramach,"רמ""ח"
אֳבָרָיו,evarav,אבריו
בַּכְּלָלִי,baklali,בכללי
בֻּכְנָאִי,bukhna'i,בכנאי
בֻּכְנָה,bukhna,בכנה
בֻּכְנָה,bukna,בכנה
הִידְרָאוּלִית,hidraulit,הידראולית
בֻּכְנָה,bukhnah,בכנה
פְּנֵאוּמָטִית,pneumatit,פנאומטית
בֶּכֶר,bekher,בכר
בֶּל,bel,בל
בַּל,bal,בל
בַּלָּאט,balat,בלאט
בִּלְבּוּל,bilbul,בלבול
בֻּלְבּוּל,bulbul,בלבול
בָּלָגָן,balagan,בלגן
בַּלְדָּר,baldar,בלדר
בֶּלָה,bela,בלה
בָּלֶה,bale,בלה
בְּלוֹ,blo,בלו
בְּלוֹג,blog,בלוג
בְּלוֹגֶר,bloger,בלוגר
בַּלּוּט,balut,בלוט
בַּלוּט,balut,בלוט
יָם,yam,ים
בַּלּוּטַת,balutat,בלוטת
הַטּוּחָה,hatukha,הטוחה
בַּלּוּטַת,balutat,בלוטת
הַמָּגֵן,hamagen,המגן
בַּלּוּטַת,balutat,בלוטת
הַתְּרִיס,hatris,התריס
בַּלּוּטַת,balutat,בלוטת
זֵעָה,zeah,זעה
בַּלּוּטַת,balutat,בלוטת
יוֹתֶרֶת,yoteret,יותרת
הַכִּלְיָה,hakilya,הכליה
בַּלּוּטַת,balutat,בלוטת
יוֹתֶרֶת,yoteret,יותרת
הַתְּרִיס,hatris,התריס
בַּלּוּטַת,balutat,בלוטת
רֹק,rok,רק
בָּלוֹן,balon,בלון
בָּלוֹן,balon,בלון
גָּז,gaz,גז
בָּלוֹן,balon,בלון
חַמְצָן,khamtsan,חמצן
בָּלוֹן,balon,בלון
מַיִם,mayim,מים
בְּלוֹנְד,blond,בלונד
בְּלוֹנְדָה,blonda,בלונדה
בְּלוֹק,blok,בלוק
בָּלוֹרָה,balora,בלורה
בְּלוֹרִית,blorit,בלורית
בָּלֵט,balet,בלט
בֶּלֶט,belet,בלט
בֹּלֶט,bolet,בלט
בָּלָטָה,balata,בלטה
בְּלִי,bli,בלי
בְּלִי,beli,בלי
כָּחָל,kakhal,כחל
וְשָׂרָק,vesarak,ושרק
בְּלָיָה,blaya,בליה
בֶּלִיז,beliz,בליז
בְּלִיטָה,blita,בליטה
בְּלִימָה,blima,בלימה
בְּלִימָה,blima,בלימה
בְּלַיְנְד,blaynd,בלינד
בָּלִיסְטִיקָה,balistika,בליסטיקה
בָּלִיסְטְרָה,balistrah,בליסטרה
בֶּלֶם,belem,בלם
פָּגוֹשׁ,pagosh,פגוש
בֻּלְמוּס,bulmus,בלמוס
בַּלָּן,balan,בלן
בְּלֶנְדֶּר,blender,בלנדר
בְּלֶק,black,בלק
גֶ'ק,jek,ג'ק
בַּלְקוֹן,balkon,בלקון
בַּלָּשׁ,balash,בלש
בַּלְשָׁן,balshan,בלשן
בַּלְשָנוּת,balshanut,בלשנות
בַּלְשָׁנוּת,balshanut,בלשנות
חִשּׁוּבִית,khishuvit,חשובית
בַּמַּאי,bamay,במאי
בַּמְבּוּק,bambuk,במבוק
בָּמָה,ba'ma,במה
בְּמוֹ,bemo,במו
יָדַיו,yadaiv,ידיו
בְּמָטוּתָא,bematuta,במטותה
בְּמֵישָׁרִין,bemesharin,במישרין
בִּמְלוֹא,bimlo,במלוא
הַקִיטוֹר,hakitor,הקיטור
בִּמְשׂוּרָה,bimsura,במשורה
בֵּן,ben,בן
בֶּן,ben,בן
אָדָם,adam,אדם
בֶּן,ben,בן
אַלְמָוֶת,almavet,אלמות
בֶּן,ben,בן
אֻמָּנוּתוֹ,omanuto,אמנותו
בֶּן,ben,בן
גָּוֶן,gaven,גון
בֶּן,ben,בן
דָוִד,david,דוד
בֶּן,ben,בן
דּוֹד,dod,דוד
בֶּן,ben,בן
זוּג,zug,זוג
בֶּן,ben,בן
זְקוּנִים,zkunim,זקונים
בֶּן,ben,בן
עֲרֻבָּה,'aruba,ערבה
בֶּן,ben,בן
תִּשְׁחֹרֶת,tishkhotret,תשחרת
בַּנָּאי,banay,בנאי
בַּנְג'וֹ,banjo,בנג'ו
בֶּנְזוֹדִיאָזָפִּין,benzodiazapin,בנזודיאזפין
בֶּנְזִין,benzin,בנזין
בְּנִיָּה,bniya,בניה
בִּנְיָמִין,binyamin,בנימין
בִּנְיָמִינָה,binyamina,בנימינה
בִּנְיָן,binyan,בנין
בָּנָלִי,banali,בנלי
בָּנָנָה,banana,בננה
בַּנְק,bank,בנק
בַּנְק,bank,בנק
דָּם,dam,דם
בַּנְק,bank,בנק
זֶרַע,zera,זרע
בַּנְקוֹמָט,bankomat,בנקומט
בַּנְקָט,bankat,בנקט
בָּסוֹן,bason,בסון
בָּסִיס,basis,בסיס
בְּסִיס,bsis,בסיס
נְתוּנִים,netunim,נתונים
בָּסִיסְט,basist,בסיסט
בֻּסְתָּן,bustan,בסתן
בְּעַד,be'ad,בעד
בְּעִדָּנָא,be'idna,בעדנא
דְרִתְחָא,deritkha,דרתחא
בִּעוּר,bi'ur,בעור
חָמֵץ,chamets'''',חמץ
בֹּעַז,boaz,בעז
בְּעִיטָה,beita,בעיטה
בְּעִיטַת,beitat,בעיטת
מִסְפָּרַיִם,misparaim,מספרים
בְּעִילָה,be'ila,בעילה
בְּעִילַת,beilat,בעילת
קָטִין,katin,קטין
בְּעִיר,b'ir,בעיר
בָּעִיר,ba'ir,בעיר
בְּעִירָה,be'ira,בעירה
בַּעַל,ba'al,בעל
בַּעַל,ba'al,בעל
בַּעַל,ba'al,בעל
בַּעַל,ba'al,בעל
אַמְצָאוֹת,amtsaot,אמצאות
בַּעַל,baal,בעל
בִּטָּחוֹן,bitakhon,בטחון
בַּעַל,ba'al,בעל
זְמוֹרָה,zmorah,זמורה
בַּעַל,ba'al,בעל
חַיִּים,khayim,חיים
בַּעַל,ba'al,בעל
מוּם,mum,מום
בַּעֲלִיל,ba'alil,בעליל
בְּעֲנָק,be'anak,בענק
בַּעַר,baar,בער
בְּעֵרָה,be'era,בערה
סְפּוֹנְטָנִית,spontanit,ספונטנית
בַּעַת,ba'at,בעת
בַּעַת,ba'at,בעת
חוּצוֹת,khotsut,חוצות
בְּעָתָה,be'ata,בעתה
בְּפֶה,befe,בפה
מָלֵא,male,מלא
בֹּץ,bots,בץ
בֻּצָּה,botsa,בצה
בִּצָּה,bitsa,בצה
בָּצִיר,batsir,בציר
בִּצִּית,bitsit,בצית
בָּצָל,batzal,בצל
בֶּצַע,betsa',בצע
בָּצֵק,batsek,בצק
בָּצֵק,batsek,בצק
בַּצֶּקֶת,batseket,בצקת
בֶּצֶר,betser,בצר
בִּצָּרוֹן,bitsaron,בצרון
בַּצֹּרֶת,batzoret,בצרת
בַּקְבּוּק,bakbuk,בקבוק
בַּקְבּוּק,bakbuk,בקבוק
מְתִיחָה,metikha,מתיחה
בַּקְבּוּקוֹן,bakbu'kon,בקבוקון
בִּקּוּעַ,bikua,בקוע
גַּרְעִינִי,garini,גרעיני
בְּקָטָן,bekatan,בקטן
בַּקְּטַנָּה,baktana,בקטנה
בַּקְטֶרְיָה,bakterya,בקטריה
בַּקְטֶרְיוֹלוֹגְיָה,bakteriologya,בקטריולוגיה
בָּקִי,baki,בקי
בַּקְלָוָה,baklava,בקלוה
בֹּקֶר,boker,בקר
בֵּקָר,bekar,בקר
בַּקָּר,bakar,בקר
בָּקָר,bakar,בקר
בֹּקֶר,boker,בקר
אוֹר,or,אור
בָּקָר,bakar,בקר
נָמוּךְ,namukh,נמוך
בִּקֹּרֶת,bikoret,בקרת
בַּקָּרַת,bakarat,בקרת
נְזָקִים,nezakim,נזקים
בַּקָּרַת,bakarat,בקרת
שִׁיּוּט,shiyut,שיוט
בַּקָּרַת,bakarat,בקרת
תְּצוּרָה,tetsura,תצורה
בַּקָּשָׁה,bakasha,בקשה
בַּקְשִׁישׁ,bakshish,בקשיש
בִּקְתָּה,bikta,בקתה
בָּר,bar,בר
בָּר,bar,בר
בַּר,bar,בר
בָּר,bar,בר
בָּר,bar,בר
בַּר,bar,בר
בַּר,bar,בר
אוֹרְיָן,oryan,אורין
בַּר,bar,בר
הַשָּׂגָה,hasaga,השגה
בַּר,bar,בר
מַיִם,mayim,מים
בַּר,bar,בר
מִינַן,minan,מינן
בַּר,bar,בר
מִצְוָה,mitsva,מצוה
בַּר,bar,בר
פְּלֻגְתָּא,plugta,פלגתא
בַּר,bar,בר
שַׁיִט,shayit,שיט
בָּרֹאשׁ,barosh,בראש
וּבָרִאשׁוֹנָה,uvarishona,ובראשונה
בָּרָאשִׁי,barashi,בראשי
בְּרֵאשִׁית,bereshit,בראשית
בַּרְבּוּר,barbur,ברבור
בֶּרְבַּק,berbak,ברבק
בֹּרֶג,boreg,ברג
בֹּרֶג,boreg,ברג
אֶלֶן,elen,אלן
בֹּרֶג,boreg,ברג
אַרְכִימֶדֶס,arkhimedes,ארכימדס
בֹּרֶג,boreg,ברג
חָף,khaf,חף
בֹּרֶג,boreg,ברג
פִילִיפְּס,filips,פיליפס
בְּרֶגֶל,beregel,ברגל
יָמִין,yamin,ימין
בָּרָד,barad,ברד
בַּרְדְּלָס,bardelas,ברדלס
בַּרְדָּק,bardak,ברדק
בְּרַהְמָה,brahma,ברהמה
בַּרְוָז,barvaz,ברוז
בַּרְוָז,barvaz,ברוז
עִתּוֹנָאִי,itona'i,עתונאי
בַּרְוָזוֹן,barvazon,ברוזון
בַּרְוָזָן,barvazan,ברוזן
בְּרוּטוֹ,bruto,ברוטו
בְּרוֹךְ,brokh,ברוך
בָּרוּךְ,baruch,ברוך
בָּרוּךְ,barukh,ברוך
דַּיַּן,dayan,דין
הָאֱמֶת,haemet,האמת
בָּרוּךְ,barukh,ברוך
הַבָּא,haba,הבא
בְּרוֹם,brom,ברום
בָּרוֹמֶטֶר,barometer,ברומטר
בְּרוֹקוֹלִי,brokoli,ברוקולי
בָּרוּר,barur,ברור
כַּשֶּׁמֶשׁ,kashemesh,כשמש
בָּרוּר,barur,ברור
לְעַיִן,la'ayin,לעין
בְּרוֹשׁ,brosh,ברוש
בֶּרֶז,berez,ברז
בְּרָזִיל,brazil,ברזיל
בַּרְזֶל,barzel,ברזל
בְּרֶזֶנְט,brezent,ברזנט
בָּרִיא,bari,בריא
בְּרִיאוּת,briu,בריאות
הַנֶּפֶשׁ,hanefesh,הנפש
בְּרִיאוּתִי,briuti,בריאותי
בְּרִיאָתָנוּת,briatanut,בריאתנות
בְּרִיג,brig,בריג
בְּרִיג,brig,בריג
כְּלִיל,klil,כליל
מַעֲטֶה,ma'ate,מעטה
בַּרְיוּם,barium,בריום
בִּרְיוֹן,biryon,בריון
בִּרְיוֹנוּת,biryonut,בריונות
בְּרִיּוֹשׁ,bryosh,בריוש
בְּרִיזָה,briza,בריזה
בָּרִיחַ,bariah,בריח
בְּרִיחַ,beriah,בריח
בְּרִיחַת,brikhat,בריחת
מוֹחוֹת,mo''khot,מוחות
בָּרִיטוֹן,briton,בריטון
בְּרִיטִי,briti,בריטי
בֶּרִילְיוּם,beryllium,בריליום
בְּרִית,brit,ברית
בְּרִית,brit,ברית
מִילָה,mila,מילה
בָּרָיְתָא,barayta,בריתא
בֶּרֶךְ,berekh,ברך
בְּרֵכָה,brekha,ברכה
בְּרָכָה,brakha,ברכה
בִּרְכוֹת,birkot,ברכות
הַשַּׁחַר,hashakhar,השחר
בִּרְכִּיָּה,birkiya,ברכיה
בְּרֵכִיָּה,brekhiya,ברכיה
בִּרְכַּת,birkat,ברכת
אֵרוּסִין,erusin,אירוסין
בִּרְכַּת,birkat,ברכת
הַגּוֹמֵל,hagomel,הגומל
בִּרְכַּת,birkat,ברכת
הַמָּזוֹן,hamazon,המזון
בְּרֵכַת,brekhat,ברכת
חִמְצוּן,khimtsun,חמצון
בִּרְכַּת,birkat,ברכת
כֹּהֲנִים,kohanim,כהנים
בְּרֵכַת,brekhat,ברכת
נוֹי,noi,נוי
בְּרֵכַת,brekhat,ברכת
שְׂחִיָּה,skhiya,שחיה
בֶּרָלֶה,berale,ברלה
בְּרַם,bram,ברם
בַּרְמֶן,barmen,ברמן
בְּרֶנְדִּי,brendi,ברנדי
בַּרְנָשׁ,barnash,ברנש
בָּרָק,barak,ברק
בַּרְקַאי,barkai,ברקאי
בַּרְקוֹד,barcod,ברקוד
בַּרְקִית,barkit,ברקית
בֶּרְקֶלְיוּם,berkelyum,ברקליום
בָּרֶקֶת,bareket,ברקת
בְּרָרָה,brara,בררה
בְּרֵרָה,brera,בררה
בְּרֵרָה,brera,בררה
זְוִיגִית,zvigit,זויגית
בְּרֵרָה,brera,בררה
טִבְעִית,tiv'it,טבעית
בְּרֵרַת,brerat,בררת
מֶחְדָּל,mekhdal,מחדל
בְּרֵרַת,brerat,בררת
שְׁאֵרִים,she'erim,שארים
בִּשְׁבִיל,bishvil,בשביל
בִּשּׁוּל,bishul,בשול
בִּשּׁוּל,bishul,בשול
יָרֹק,yarok,ירק
בִּשּׁוּל,bishul,בשול
לָבָן,lavan,לבן
בְּשֶכְּבָר,beshekvar,בשכבר
הַיָּמִים,hayamim,הימים
בָּשֵׁל,bashel,בשל
בְּשֶׁל,beshel,בשל
בֹּשֶׂם,bosem,בשם
בְּשִׂמְחָה,besimkha,בשמחה
בְּשֹׁפִי,beshofi,בשפי
בָּשָׂר,basar,בשר
בְּשַׂר,basar,בשר
בָּקָר,bakar,בקר
בַּת,bat,בת
בַּת,bat,בת
בַּת,bat,בת
אָדָם,adam,אדם
בַּת,bat,בת
יָם,yam,ים
בַּת,bat,בת
מִצְוָה,mitzva,מצוה
בְּתֵאָבוֹן,beteavon,בתאבון
בָּתָה,bata,בתה
בְּתוּלָה,betula,בתולה
בְּתוּלִים,betulim,בתולים
בִּתְיָה,batya,בתיה
בָּתִיסְקָף,batiskaf,בתיסקף
בִּתְרוֹן,bitron,בתרון
ג'וֹבְּנִיק,jobnik,ג'ובניק
ג'וֹיְנְט,joint,ג'וינט
ג'וֹיְסְטִיק,joystik,ג'ויסטיק
ג'וּלָה,jula,ג'ולה
ג'וּק,juk,ג'וק
גּ'וֹרָה,djora,ג'ורה
גַ'חְנוּן,jakhnun,ג'חנון
גֶ'ט,jet,ג'ט
לֶג,leg,לג
גִ'יבְּרִישׁ,djibrish,ג'יבריש
גִ'ינְגִ'י,jinji,ג'ינג'י
גִ'ינְגֶ'ר,jinjer,ג'ינג'ר
גִ'ינְגֶּל,gingel,ג'ינגל
גִּ'ינְס,djins,ג'ינס
גִ'יפּ,djip,ג'יפ
גֶ'ל,jel,ג'ל
גֶ'לָטִין,gelatin,ג'לטין
גָ'מוּס,jamus,ג'מוס
גָ'מַיְקָה,jamayka,ג'מיקה
גֶ'נְטְלְמֶן,gentelmen,ג'נטלמן
גֶ'סְטָה,jesta,ג'סטה
גֵּ'ק,djek,ג'ק
גָ'קוּזִי,djakuzi,ג'קוזי
גֶ'קְסוֹן,jekson,ג'קסון
גֶ'רִיקָן,jerikan,ג'ריקן
גַּאדְגֵּ'ט,gadjet,גאדג'ט
גֵּאֶה,gee,גאה
גֵּאוֹגְרַפְיָה,geografya,גאוגרפיה
גֵּאוֹדֶזְיָה,geodezya,גאודזיה
גַּאֲוָה,gaava,גאוה
גֵּאוֹכְרוֹנוֹלוֹגְיָה,geokhronologya,גאוכרונולוגיה
גֵּאוֹלוֹגִי,geologi,גאולוגי
גֵּאוֹלוֹגְיָה,geologya,גאולוגיה
גֵּאוֹלוֹגְיָה,geologyah,גאולוגיה
יָמִית,yamit,ימית
גֵּאוֹמֶטְרְיָה,geometriya,גאומטריה
גֵּאוֹמֶטְרְיָה,geometriya,גאומטריה
הִיפֶּרְבּוֹלִית,hiperbolit,היפרבולית
גָּאוֹן,gaon,גאון
גֵּאוֹפִיזִיקָה,geofizika,גאופיזיקה
גֵּאוֹפִיטִ,geofit,גאופיט
גָּאוּצ'וֹ,gaucho,גאוצ'ו
גֵּאוֹרְגִּי,georgi,גאורגי
גֵּאוּת,geut,גאות
וָשֵׁפֶל,vashefel,ושפל
גַּאַוְתָנוּת,gaavtanut,גאותנות
גֹֹּאֶל,goel,גאל
גַּב,gav,גב
גֹּב,gov,גב
גֵּב,gev,גב
גֵּב,gev,גב
גַּבַּאי,gabay,גבאי
גְּבָבָה,gvava,גבבה
גֹּבַהּ,govah,גבה
גָּבֹהַּ,gavoah,גבה
גַּבָּה,gaba,גבה
גָּבְהִית,govhit,גבהית
